Sapling_Tag_ID,Date,Season,Year,Canopy Cover,Percent_Class,Categories,Dominant_Category,Max_Category,Blight_Score,Branch1_twig,Branch1_leaf,Branch2_twig,Branch2_leaf,Branch3_twig,Branch3_leaf,TOTAL_Twig,TOTAL_Leaf,TOTAL_Leaf_per_Twig,Browse,Vertical,Other_Pattern,Alive,Comments
SB1-12,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-13,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-14,27-Jun-24,S,2024,4,3,1234,3,4,76,4,7,10,106,5,10,19,123,6.47,n,n,n,y,
SB1-15,27-Jun-24,S,2024,3,1,13,1,3,27,6,15,12,51,5,17,23,83,3.6,n,n,n,y,leaves look surprisingly good
SB1-16,27-Jun-24,S,2024,4,3,1234,2,4,72,6,9,4,4,3,4,13,17,1.3,n,n,n,y,
SB1-17,27-Jun-24,S,2024,4,3,123,2,3,71,5,1,5,10,6,14,16,25,1.56,n,n,n,y,
SB1-18,27-Jun-24,S,2024,1,5,3,3,3,115,3,3,,,,,,,,n,n,n,y,"only 3 leaves on tree, nearly dead; all leaves have BLD"
SB1-19,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-20,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SC1-01,24-Jun-24,S,2024,2,4,1234,3,4,96,7,44,5,25,8,34,20,103,5.15,,,,y,many very small leaves
SC1-02,24-Jun-24,S,2024,2,4,1234,3,4,96,8,14,9,17,8,22,25,53,2.12,,,,y,
SC1-03,24-Jun-24,S,2024,4,4,1234,2,4,92,4,7,4,8,6,17,14,32,2.28,,,,y,
SC1-04,24-Jun-24,S,2024,3,4,1234,3,4,96,6,5,8,14,5,8,19,27,1.42,,,,y,
SC1-05,24-Jun-24,S,2024,4,4,1234,3,4,96,4,9,10,7,9,44,23,60,2.6,,,,y,
SC1-06,24-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,missing/dead
SC1-07,24-Jun-24,S,2024,2,4,1234,3,4,96,6,9,14,47,9,18,29,74,2.55,,,,y,
SC1-08,24-Jun-24,S,2024,2,4,1234,2,4,92,4,3,4,7,13,46,21,56,2.66,,,,y,
SC1-09,24-Jun-24,S,2024,4,4,1234,3,4,96,6,20,5,11,3,7,14,38,2.71,,,,y,
SC1-10,24-Jun-24,S,2024,2,4,1234,3,4,96,13,31,4,2,12,47,29,80,2.75,,,,y,
SC1-11,24-Jun-24,S,2024,3,5,1234,3,4,116,9,22,7,18,7,3,23,43,1.86,n,n,n,y,all leaves w BLD
SC1-12,24-Jun-24,S,2024,3,4,1234,3,4,96,3,3,6,12,5,6,14,21,1.5,n,n,n,y,
SC1-13,24-Jun-24,S,2024,3,4,1234,3,4,96,6,13,10,23,7,27,23,63,2.73,n,n,n,y,
SC1-14,24-Jun-24,S,2024,4,5,1234,3,4,116,7,34,6,12,9,31,22,77,3.5,n,n,n,y,
SC1-15,24-Jun-24,S,2024,4,4,1234,3,4,96,15,41,11,35,14,56,40,132,3.3,n,n,n,y,
SC1-16,24-Jun-24,S,2024,3,4,1234,3,4,96,12,43,4,6,7,12,23,61,2.65,n,n,n,y,
SC1-17,24-Jun-24,S,2024,3,4,1234,3,4,96,13,70,8,11,6,17,27,98,3.62,n,n,n,y,
SC1-18,24-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,missing
SC1-19,24-Jun-24,S,2024,3,4,1234,3,4,96,12,38,5,3,8,15,25,56,2.24,n,n,n,y,
SC1-20,24-Jun-24,S,2024,3,4,1234,3,4,96,10,16,7,28,11,27,28,71,2.53,n,n,n,y,
PB1-01,3-Jul-24,S,2024,1,4,234,4,4,100,8,11,4,8,4,8,16,27,1.68,n,n,n,y,some tiny leaves
PB1-02,3-Jul-24,S,2024,1,2,23,3,3,55,6,4,,,,,,,,n,n,n,y,only 4 leaves on tree
PB1-03,3-Jul-24,S,2024,2,3,1234,3,4,76,4,5,9,25,5,6,18,36,2,n,n,n,y,
PB1-04,3-Jul-24,S,2024,1,4,1234,3,4,96,3,6,4,8,6,9,13,23,1.76,n,n,n,y,nearly 100% BLD; many tiny leaves
PB1-05,3-Jul-24,S,2024,2,4,1234,3,4,96,4,3,8,19,6,8,18,30,1.66,n,n,n,y,
PB1-06,3-Jul-24,S,2024,1,4,1234,3,4,96,9,15,8,35,10,37,27,87,3.22,n,n,n,y,
PB1-07,3-Jul-24,S,2024,1,4,134,3,4,96,4,6,3,5,6,5,13,16,1.23,n,n,n,y,nearly dead
PB1-08,3-Jul-24,S,2024,2,4,1234,3,4,96,7,31,8,24,4,10,19,65,3.42,n,n,n,y,
PB1-09,3-Jul-24,S,2024,,,,,,,,,,,,,,,,,,,n,
PB1-10,3-Jul-24,S,2024,2,4,1234,3,4,96,3,6,4,9,6,5,13,20,1.53,n,n,n,y,
PB1-11,3-Jul-24,S,2024,1,4,234,3,4,96,6,1,7,10,8,6,21,17,0.8,n,n,n,y,
PB1-12,3-Jul-24,S,2024,,,,,,,,,,,,,,,,,,,n,missing/dead
PB1-13,3-Jul-24,S,2024,2,3,1234,3,4,76,6,12,7,14,4,8,17,34,2,n,n,n,y,
PB1-14,3-Jul-24,S,2024,2,3,1234,2,4,72,8,11,7,17,4,7,19,35,1.84,n,n,n,y,
PB1-15,3-Jul-24,S,2024,1,4,1234,3,4,96,9,39,5,14,4,5,18,58,3.22,n,n,n,y,
PB1-16,3-Jul-24,S,2024,,,,,,,,,,,,,,,,,,,n,missing/dead
PB1-17,3-Jul-24,S,2024,2,3,123,2,3,71,6,4,8,23,10,34,24,61,2.54,n,n,n,y,
PB1-18,3-Jul-24,S,2024,2,3,123,2,3,71,4,2,5,4,9,11,18,17,0.94,n,n,n,y,
PB1-19,3-Jul-24,S,2024,2,3,123,2,3,71,7,21,5,6,7,15,19,42,2.21,n,n,n,y,
PB1-20,3-Jul-24,S,2024,2,3,123,2,3,71,3,11,10,64,8,17,21,92,4.38,n,n,n,y,
SB1-01,27-Sep-24,F,2024,2,3,123,2,3,71,3,6,3,4,3,5,9,15,1.66,n,n,n,y,leaves in leaf:twig count are all the leaves on this tree
SB1-02,27-Sep-24,F,2024,1,2,23,2,3,51,3,0,3,3,3,1,9,4,0.44,n,n,n,y,only 9 leaves
SB1-03,27-Sep-24,F,2024,1,5,2,2,2,110,3,1,,,,,,,,n,n,n,y,only 1 live leag
SB1-04,27-Sep-24,F,2024,3,3,2,2,2,70,4,4,7,12,4,5,15,21,1.4,n,n,n,y,
SB1-05,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-06,27-Sep-24,F,2024,4,3,123,3,3,75,11,16,5,5,3,1,19,22,1.15,n,n,n,y,
SB1-07,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-08,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-09,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-10,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-11,27-Sep-24,F,2024,1,2,12,2,2,50,6,5,3,2,,,,,,n,n,n,y,only 7 leaves
SB1-12,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-13,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-14,27-Sep-24,F,2024,3,2,12,2,2,50,4,7,12,97,5,10,21,114,5.42,n,n,n,y,
SB1-15,27-Sep-24,F,2024,4,2,12,2,2,50,4,2,5,9,5,3,14,14,1,n,n,n,y,
SB1-16,27-Sep-24,F,2024,3,3,123,3,3,75,8,6,4,5,4,2,16,13,0.81,n,n,n,y,
SB1-17,27-Sep-24,F,2024,4,3,123,2,3,71,4,0,6,9,7,14,17,23,1.35,n,n,n,y,
SB1-18,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-19,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SB1-20,27-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SC1-01,20-Sep-24,F,2024,2,4,1234,3,4,96,7,38,6,21,10,26,23,85,3.69,n,n,n,y,nearly 100% BLD
SC1-02,20-Sep-24,F,2024,2,4,123,2,3,91,9,10,9,12,7,17,25,39,1.56,n,n,n,y,
SC1-03,20-Sep-24,F,2024,2,4,1234,2,4,92,6,3,11,23,9,11,26,37,1.42,n,n,n,y,
SC1-04,20-Sep-24,F,2024,3,4,1234,3,4,96,4,6,6,7,8,13,18,26,1.44,n,n,n,y,nearly 100% BLD
SC1-05,20-Sep-24,F,2024,3,4,1234,3,4,96,7,21,9,5,10,29,26,55,2.11,n,n,n,y,nearly 100% BLD
SC1-06,20-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Missing/Dead
SC1-07,20-Sep-24,F,2024,2,3,123,2,3,71,4,6,7,6,12,22,23,34,1.47,n,n,n,y,
SC1-08,20-Sep-24,F,2024,2,3,1234,2,4,72,4,2,14,29,6,12,24,43,1.79,n,n,n,y,
SC1-09,20-Sep-24,F,2024,2,2,123,2,3,51,3,0,7,7,3,1,13,8,0.61,n,n,n,y,
SC1-10,20-Sep-24,F,2024,2,2,1234,2,4,52,11,25,5,2,12,4,28,31,1.1,n,n,n,y,"very few leaves, but BLD pretty low"
SC1-11,20-Sep-24,F,2024,2,4,1234,3,4,96,7,18,8,19,5,2,20,39,1.95,n,n,n,y,
SC1-12,20-Sep-24,F,2024,2,4,1234,3,4,96,4,0,5,11,4,5,13,16,1.23,n,n,n,y,
SC1-13,20-Sep-24,F,2024,2,4,1234,3,4,96,6,8,9,18,9,20,24,46,1.91,n,n,n,y,
SC1-14,20-Sep-24,F,2024,3,4,1234,3,4,96,10,25,6,12,5,4,21,41,1.95,n,n,n,y,
SC1-15,20-Sep-24,F,2024,3,4,1234,3,4,96,15,33,11,31,13,43,39,107,2.74,n,n,n,y,
SC1-16,20-Sep-24,F,2024,2,3,1234,3,4,76,12,32,6,4,7,12,25,48,1.92,n,n,n,y,
SC1-17,20-Sep-24,F,2024,2,4,1234,3,4,96,13,58,7,11,6,25,26,94,3.61,n,n,n,y,
SC1-18,20-Sep-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
SC1-19,20-Sep-24,F,2024,3,4,1234,3,4,96,5,3,6,9,3,6,14,18,1.28,n,n,n,y,
SC1-20,20-Sep-24,F,2024,2,4,1234,3,4,96,11,14,6,21,10,31,27,66,2.44,n,n,n,y,
PB1-01,2-Oct-24,F,2024,1,5,4,4,4,120,3,0,4,1,6,0,13,1,0.07,n,n,n,y,"nearly dead; only 1 leaf on tree, has BLD"
PB1-02,2-Oct-24,F,2024,1,2,2,2,2,50,4,1,3,0,4,2,11,3,0.27,n,n,n,y,"only 3 leaves, 1/3 have BLD"
PB1-03,2-Oct-24,F,2024,2,2,1234,2,4,52,3,0,5,5,10,19,18,24,1.33,n,n,n,y,
PB1-04,2-Oct-24,F,2024,1,4,1234,3,4,96,5,7,6,9,7,7,18,23,1.27,n,n,n,y,
PB1-05,2-Oct-24,F,2024,2,4,1234,3,4,96,9,15,6,8,7,1,22,24,1.09,n,n,n,y,
PB1-06,2-Oct-24,F,2024,1,3,1234,2,4,72,9,15,10,31,8,28,27,74,2.74,n,n,n,y,
PB1-07,2-Oct-24,F,2024,1,4,34,3,4,96,4,6,5,4,3,0,12,10,0.83,n,n,n,y,
PB1-08,2-Oct-24,F,2024,2,4,1234,3,4,96,8,24,6,17,5,10,19,51,2.68,n,n,n,y,
PB1-09,2-Oct-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
PB1-10,2-Oct-24,F,2024,3,4,1234,3,4,96,4,6,6,9,4,7,14,22,1.57,n,n,n,y,
PB1-11,2-Oct-24,F,2024,1,4,123,2,3,91,6,1,8,7,4,2,18,10,0.55,n,n,n,y,
PB1-12,2-Oct-24,F,2024,,,,,,,,,,,,,,,,,,,n,DEAD
PB1-13,2-Oct-24,F,2024,2,4,1234,2,4,92,6,9,7,14,7,19,20,42,2.1,n,n,n,y,
PB1-14,2-Oct-24,F,2024,2,3,1234,3,4,76,9,11,9,14,4,6,22,31,1.4,n,n,n,y,
PB1-15,2-Oct-24,F,2024,1,3,123,2,3,71,3,0,5,10,5,2,13,12,0.92,n,n,n,y,only 12 leaves
PB1-16,2-Oct-24,F,2024,,,,,,,,,,,,,,,,,,,n,Dead
PB1-17,2-Oct-24,F,2024,2,4,123,2,3,91,13,34,5,2,6,15,24,51,2.12,n,n,n,y,
PB1-18,2-Oct-24,F,2024,2,2,12,2,2,50,6,4,10,9,8,5,24,18,0.75,n,n,n,y,
PB1-19,2-Oct-24,F,2024,1,2,12,2,2,50,6,3,5,0,6,12,17,15,0.88,n,n,n,y,
PB1-20,2-Oct-24,F,2024,2,2,123,2,3,51,4,3,3,3,10,25,17,31,1.82,n,n,n,y,slightly damaged by tree fall
PB1-01,15-Jul-25,S,2025,2,4,1234,3,4,96,7,21,4,3,6,10,17,34,2,n,n,n,y,
PB1-02,15-Jul-25,S,2025,1,4,14,4,4,100,6,10,,,,,,,,n,n,n,y,
PB1-03,15-Jul-25,S,2025,1,3,1234,2,4,72,6,10,3,3,8,11,17,24,1.41,n,n,n,y,
PB1-04,15-Jul-25,S,2025,1,2,4,4,4,60,5,4,6,5,6,0,17,9,0.52,n,n,n,y,
PB1-05,15-Jul-25,S,2025,1,3,1234,3,4,76,9,16,5,2,4,4,18,22,1.22,n,n,n,y,
PB1-06,15-Jul-25,S,2025,1,4,1234,3,4,96,7,14,9,12,9,13,25,39,1.56,n,n,n,y,
PB1-07,15-Jul-25,S,2025,1,2,3,3,3,55,4,6,3,6,3,0,10,12,1.2,n,n,n,y,
PB1-08,15-Jul-25,S,2025,1,3,234,3,4,76,6,9,6,10,4,3,16,22,1.37,n,n,n,y,
PB1-09,15-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
PB1-10,15-Jul-25,S,2025,2,3,234,3,4,76,3,2,6,13,5,8,14,23,1.64,n,n,n,y,
PB1-11,15-Jul-25,S,2025,1,3,34,3,4,76,4,7,6,3,4,5,14,15,1.07,n,n,n,y,
PB1-12,15-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,missing
PB1-13,15-Jul-25,S,2025,1,3,234,3,4,76,5,5,7,4,4,3,16,12,0.75,n,n,n,y,
PB1-14,15-Jul-25,S,2025,1,4,34,3,4,96,7,2,7,6,6,5,20,13,0.65,n,n,n,y,
PB1-15,15-Jul-25,S,2025,1,4,1234,3,4,96,6,8,7,5,5,15,18,28,1.55,n,n,n,y,
PB1-16,15-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
PB1-17,15-Jul-25,S,2025,2,3,234,3,4,76,5,13,8,15,11,15,24,43,1.79,n,n,n,y,
PB1-18,15-Jul-25,S,2025,2,3,234,3,4,76,4,8,9,21,6,10,19,39,2.05,n,n,n,y,
PB1-19,15-Jul-25,S,2025,1,2,34,3,4,56,7,10,8,25,4,3,19,38,2,n,n,n,y,
PB1-20,15-Jul-25,S,2025,3,3,234,3,4,76,8,61,4,3,11,15,23,79,3.43,n,n,n,y,
SB1-01,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-02,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-03,14-Jul-25,S,2025,1,4,3,3,3,95,4,2,3,1,0,0,7,3,0.42,n,n,n,y,nearly dead
SB1-04,14-Jul-25,S,2025,1,4,1234,3,4,96,7,7,5,4,3,0,15,11,0.73,n,n,n,y,nearly dead
SB1-05,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-06,14-Jul-25,S,2025,3,3,23,3,3,75,10,26,4,9,7,10,21,45,2.14,n,n,n,y,
SB1-07,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-08,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-09,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-10,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-11,14-Jul-25,S,2025,2,2,3,3,3,55,6,9,9,14,0,0,15,23,1.53,n,n,n,y,
SB1-12,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-13,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-14,14-Jul-25,S,2025,2,4,34,3,4,96,4,2,15,63,5,3,24,68,2.83,n,n,n,y,
SB1-15,14-Jul-25,S,2025,2,3,234,2,4,72,10,14,10,4,4,0,24,18,0.75,n,n,n,y,
SB1-16,14-Jul-25,S,2025,2,3,234,2,4,72,9,21,7,8,6,14,22,43,1.95,n,n,n,y,
SB1-17,14-Jul-25,S,2025,2,3,34,3,4,76,6,3,9,16,7,4,22,23,1.04,n,n,n,y,
SB1-18,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-19,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SB1-20,14-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SC1-01,11-Jul-25,S,2025,3,4,1234,3,4,96,11,44,7,31,11,41,29,116,4,n,n,n,y,nearly 100% BLD
SC1-02,11-Jul-25,S,2025,3,4,1234,3,4,96,8,10,9,16,10,22,27,48,1.77,n,n,n,y,
SC1-03,11-Jul-25,S,2025,3,4,1234,3,4,96,8,5,9,31,4,2,21,38,1.8,n,n,n,y,
SC1-04,11-Jul-25,S,2025,3,4,1234,3,4,96,4,12,8,25,6,12,18,49,2.72,n,n,n,y,
SC1-05,11-Jul-25,S,2025,3,4,1234,3,4,96,8,26,5,3,12,24,25,53,2.12,n,n,n,y,
SC1-06,11-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SC1-07,11-Jul-25,S,2025,3,4,1234,3,4,96,6,8,6,4,14,57,26,69,2.65,n,n,n,y,
SC1-08,11-Jul-25,S,2025,3,4,1234,3,4,96,5,2,5,2,14,38,24,42,1.75,n,n,n,y,
SC1-09,11-Jul-25,S,2025,2,3,123,2,4,72,3,1,7,9,6,4,16,14,0.87,n,n,n,y,
SC1-10,11-Jul-25,S,2025,3,4,1234,3,4,96,14,54,5,2,9,18,28,74,2.64,n,n,n,y,
SC1-11,11-Jul-25,S,2025,3,4,34,3,4,96,7,9,10,15,9,12,26,36,1.38,n,n,n,y,nearly 100% BLD
SC1-12,11-Jul-25,S,2025,2,4,1234,2,4,92,6,8,4,4,6,3,16,15,0.93,n,n,n,y,
SC1-13,11-Jul-25,S,2025,2,4,1234,3,4,96,9,14,10,14,9,12,28,40,1.42,n,n,n,y,
SC1-14,11-Jul-25,S,2025,3,4,123,3,3,95,10,22,6,7,7,14,23,43,1.86,n,n,n,y,
SC1-15,11-Jul-25,S,2025,2,4,1234,3,4,96,15,34,13,21,14,19,42,74,1.76,n,n,n,y,
SC1-16,11-Jul-25,S,2025,3,4,1234,3,4,96,13,55,3,2,5,8,21,65,3.09,n,n,n,y,
SC1-17,11-Jul-25,S,2025,2,4,1234,3,4,96,16,57,11,19,4,8,31,84,2.7,n,n,n,y,many 4s
SC1-18,11-Jul-25,S,2025,,,,,,,,,,,,,,,,,,,n,
SC1-19,11-Jul-25,S,2025,4,4,1234,3,4,96,11,11,5,6,8,15,24,32,1.33,n,n,n,y,
SC1-20,11-Jul-25,S,2025,2,4,1234,3,4,96,12,13,8,12,10,21,30,46,1.53,n,n,n,y,
PB1-01,30-Sep-25,F,2025,2,4,1234,3,0,92,7,21,5,4,7,9,19,34,1.78,y,n,n,y,
PB1-02,30-Sep-25,F,2025,1,3,23,3,3,75,3,4,,,,,,,,n,n,n,y,nearly dead; only 4 leaves at base of tree
PB1-03,30-Sep-25,F,2025,1,3,23,3,3,75,6,9,3,4,10,7,19,20,1.05,y,n,n,y,nearly dead
PB1-04,30-Sep-25,F,2025,1,1,1,1,1,25,5,4,,,,,,,,,,,,nearly dead; only 4 small leaves
PB1-05,30-Sep-25,F,2025,1,4,1234,3,4,96,9,14,5,2,7,9,21,25,1.19,n,n,n,y,
PB1-06,30-Sep-25,F,2025,1,2,3,3,3,55,7,10,10,4,8,9,25,23,0.92,n,n,n,y,
PB1-07,30-Sep-25,F,2025,1,2,2,2,2,50,5,3,4,1,6,7,15,11,0.73,n,n,n,y,
PB1-08,30-Sep-25,F,2025,1,4,34,3,4,96,7,5,6,6,7,5,20,16,0.8,n,n,n,y,
PB1-09,30-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
PB1-10,30-Sep-25,F,2025,2,3,23,2,3,71,4,1,6,8,7,12,17,21,1.23,n,n,n,y,may be dead - all leaves are brown
PB1-11,30-Sep-25,F,2025,1,2,2,2,2,50,4,0,8,4,5,5,17,9,0.52,n,n,n,y,
PB1-12,30-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
PB1-13,30-Sep-25,F,2025,1,3,23,2,3,71,8,6,8,5,7,9,23,20,0.86,n,n,n,y,
PB1-14,30-Sep-25,F,2025,1,5,34,3,4,116,10,1,8,3,6,1,24,5,0.2,n,n,n,y,
PB1-15,30-Sep-25,F,2025,1,4,1234,3,4,96,8,14,6,1,7,14,21,29,1.38,y,n,n,y,
PB1-16,30-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
PB1-17,30-Sep-25,F,2025,2,3,123,2,3,71,6,14,10,16,12,17,28,47,1.67,n,n,n,y,
PB1-18,30-Sep-25,F,2025,3,2,234,3,4,56,4,9,9,21,7,9,20,39,1.95,n,n,n,y,
PB1-19,30-Sep-25,F,2025,2,3,12,2,2,70,6,11,9,7,5,3,20,21,1.05,n,n,n,y,
PB1-20,30-Sep-25,F,2025,2,3,123,2,3,71,13,55,11,15,7,15,31,85,2.74,n,n,n,y,
SB1-01,19-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-02,19-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-03,19-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-04,19-Sep-25,F,2025,1,2,12,2,2,50,8,9,5,4,3,0,16,13,0.81,n,n,n,y,most of the leaves are late-emergent
SB1-05,19-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-06,19-Sep-25,F,2025,4,1,1,1,1,25,4,4,9,28,7,12,20,44,2.2,n,n,n,y,almost no BLD; late-emergent leaves
SB1-07,19-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-08,19-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-09,19-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-10,19-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-11,29-Sep-25,F,2025,2,2,12,2,2,50,6,10,3,4,4,3,13,17,1.3,n,n,n,y,
SB1-12,29-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-13,29-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-14,29-Sep-25,F,2025,2,4,1234,3,4,96,17,73,5,4,7,9,29,86,2.96,n,n,n,y,
SB1-15,29-Sep-25,F,2025,1,3,123,3,3,75,6,10,4,4,10,5,20,19,0.95,n,n,n,y,
SB1-16,29-Sep-25,F,2025,2,2,12,2,2,50,9,29,6,6,6,10,21,45,2.14,y,n,n,y,
SB1-17,29-Sep-25,F,2025,2,2,12,2,2,50,6,1,9,14,4,5,19,20,1.05,y,n,n,y,
SB1-18,29-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-19,29-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SB1-20,29-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SC1-01,16-Sep-25,F,2025,3,4,1234,3,4,96,13,41,7,27,10,29,30,97,3.23,n,n,n,y,
SC1-02,16-Sep-25,F,2025,3,4,1234,2,4,92,8,9,11,10,10,21,29,40,1.37,y,n,n,y,
SC1-03,16-Sep-25,F,2025,2,4,1234,2,4,92,6,4,10,27,5,2,21,33,1.57,y,n,n,y,
SC1-04,16-Sep-25,F,2025,3,4,1234,3,4,96,7,22,13,35,16,36,36,93,2.58,n,n,n,y,
SC1-05,16-Sep-25,F,2025,3,4,1234,3,4,96,12,19,9,17,10,32,31,68,2.19,n,n,n,y,
SC1-06,16-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SC1-07,16-Sep-25,F,2025,2,4,234,3,4,96,8,2,14,49,13,11,35,62,1.77,n,n,n,y,
SC1-08,16-Sep-25,F,2025,2,4,1234,3,4,96,4,1,13,17,7,4,24,22,0.91,n,n,n,y,
SC1-09,16-Sep-25,F,2025,2,3,123,2,3,71,3,1,7,9,4,4,14,14,1,y,n,n,y,
SC1-10,16-Sep-25,F,2025,2,4,1234,2,4,92,11,25,12,48,4,2,27,75,2.77,y,n,n,y,
SC1-11,17-Sep-25,F,2025,2,4,1234,3,4,96,13,23,8,8,7,9,28,40,1.42,n,n,n,y,
SC1-12,17-Sep-25,F,2025,1,4,1234,2,4,92,7,8,4,4,3,4,14,16,1.14,n,n,n,y,
SC1-13,17-Sep-25,F,2025,1,4,1234,3,4,96,8,6,10,12,8,13,26,31,1.19,y,n,n,y,
SC1-14,17-Sep-25,F,2025,3,4,1234,3,4,96,10,21,7,5,7,14,24,40,1.66,y,n,n,y,
SC1-15,17-Sep-25,F,2025,2,4,1234,3,4,96,12,15,14,18,5,5,31,38,1.22,n,n,n,y,
SC1-16,17-Sep-25,F,2025,3,4,1234,2,4,92,14,42,6,2,5,3,25,47,1.88,y,n,n,y,
SC1-17,17-Sep-25,F,2025,3,4,1234,3,4,96,12,14,6,6,6,4,24,24,1,n,n,n,y,
SC1-18,17-Sep-25,F,2025,,,,,,,,,,,,,,,,,,,n,dead
SC1-19,17-Sep-25,F,2025,3,4,1234,2,4,92,11,15,11,16,16,47,38,78,2.05,n,n,n,y,
SC1-20,17-Sep-25,F,2025,1,4,1234,2,4,92,12,7,8,9,11,18,31,34,1.09,n,n,n,y,
